id,title,domain,severity,effort,files,evidence,recommendation,cve
CICD-07,Tool versions float in pyproject but SHA-pinned in pre-commit,cicd,Medium,M,pyproject.toml;.pre-commit-config.yaml,ruff pre-commit v0.15.13 vs pyproject ruff>=0.9.0; bandit pre-commit 1.7.10 vs pyproject >=1.7.0; uv run and the hook can disagree,"Pin pyproject floors to match the pre-commit revs so CI, local uv run, and pre-commit run identical linter versions.",
DOCS-05,api-reference omits all audio modules,docs,Medium,M,docs/api-reference.md,"api-reference.md renders only core.config, utils.logging, cli; services/preprocessing/jobs/api/core.models (the bulk of the library) are undocumented","Add mkdocstrings blocks for services, preprocessing, jobs, api, and core.models so the API site matches the shipped code.",
QUAL-01,basedpyright 626 warnings contradict the strict-clean claim,code-quality,Medium,L,src/audio_processor/,"basedpyright src/ -> 59 errors (42 env import artifacts) and 626 warnings, 555 reportUnknown* from untyped redis/librosa/numpy/sentry; CLAUDE.md claims strict-mode clean","Re-run against a synced env, then set reportUnknown* severities with rationale or add typed adapters; reconcile the CLAUDE.md claim. Do not add more inline ignores.",
DEP-03,py 1.11.0 deprecated dev-only transitive (suppressed ReDoS),dependencies,Low,S,uv.lock;pyproject.toml,"uv.lock py 1.11.0 via interrogate; PyPI 2021-11-04 maintenance-mode; suppression accurate (dev-only, svnwc unreachable, excluded from wheels) pyproject.toml:647","Keep the documented suppression; at the 2026-07-16 reassess, replace interrogate to drop py entirely.",CVE-2022-42969
DEP-05,"ClusterFuzzLite base tag unpinned, unpinned pip installs",dependencies,Low,S,.clusterfuzzlite/Dockerfile,.clusterfuzzlite/Dockerfile:6 FROM base-builder-python:v1 (mutable tag); pip3 install atheris with no version constraint,Pin the base image by digest and constrain atheris to a known version for reproducible fuzz runs.,
DEP-10,Minor direct-dependency version lag,dependencies,Low,S,uv.lock;pyproject.toml,arq lock 0.25.0 vs latest 0.28.0 (2026-04-16); silero-vad 6.2.0 vs 6.2.1; none crosses the 18-month line,Run a routine uv sync --upgrade to close the gap.,
LEG-04,Dead function parameter include_correlation in setup_logging,legacy-code,Low,S,src/audio_processor/utils/logging.py,"logging.py:42 declares include_correlation; referenced only in docstring :56/:64, never in the body; vulture 100% confidence",Wire the flag into the structlog processor chain or remove the parameter; as written it is a false promise to callers.,
LEG-05,Commented-out SendGrid integration block,legacy-code,Low,S,src/audio_processor/jobs/worker.py,worker.py:124-127 four commented import/usage lines tagged # noqa: ERA001; the only commented-out code in src,Delete the block with the demo task (LEG-02); track email as an issue if it is a real roadmap item.,
LEG-06,vulture missing from the dev toolchain,legacy-code,Low,S,pyproject.toml,uv run vulture fails (not installed); pyproject lists ruff/basedpyright/bandit/pip-audit but not vulture; had to run via uvx,Add vulture as a dev dependency with a committed whitelist or --min-confidence 80 plus per-decorator ignores.,
LEG-07,from __future__ import annotations missing in 7 of 31 files,legacy-code,Low,S,src/audio_processor/cli.py;src/audio_processor/utils/logging.py,"24/31 src files carry it; missing in cli.py, utils/logging.py, and 5 __init__/stub files; CLAUDE.md lists it as required",Add the future import to cli.py and utils/logging.py at minimum for consistency with the stated standard.,
QUAL-05,Six tests assert nothing meaningful,code-quality,Low,S,tests/test_example.py;tests/unit/test_correlation.py;tests/unit/test_cache.py;tests/unit/test_sentry.py,"assert True at test_example.py:388 and test_correlation.py:16; no-assert tests at test_cache.py:121, test_sentry.py:394 and :430",Assert real post-conditions for the should-not-raise tests; delete the assert True placeholders.,
QUAL-06,Dated CI hardening TODOs near 2026-06-30,code-quality,Low,S,.github/workflows/fips-compatibility.yml;.github/workflows/pr-validation.yml;.github/workflows/sonarcloud.yml,5 tighten-egress-after-2026-06-30 TODOs (oldest blame 2026-05-18); zero TODO/FIXME in src and tests,Track the 2026-06-30 step-security egress hardening as a dated task and flip the audit-mode workflows to block on schedule.,
ARCH-05,Env reads outside core/config.py,architecture,Low,S,src/audio_processor/core/cache.py;src/audio_processor/core/sentry.py,"cache.py:81 reads REDIS_URL; sentry.py:87,94-97 read SENTRY_DSN/ENVIRONMENT/RELEASE via os.getenv outside the Settings class",Promote REDIS_URL and the Sentry vars to Settings fields and read them through settings.,
ARCH-07,"Template residue: financial util, empty middleware, payment docs",architecture,Low,S,src/audio_processor/utils/financial.py;src/audio_processor/middleware/__init__.py,utils/financial.py is an unused 1-line stub; middleware/__init__.py is empty with no importers; real cost logic lives in deepgram_client.py:48-50,Remove the unused util and empty package; trim payment-specific boilerplate from project docs.,
SEC-05,PYSEC-2026-161 suppression note stale (already patched),security,Low,S,pyproject.toml;uv.lock,pyproject.toml:152-154 comment cites the issue; lock has fastapi 0.136.3 / starlette 1.1.0 (fix landed 1.0.1); no live ignore-vuln entry,Clarify or remove the comment to note the issue is fixed by the pinned versions. No security risk.,CVE-2026-48710
SEC-07,README example uses moving @main reusable-workflow ref,security,Low,S,.github/workflows/README.md,README.md:162 shows uses: ...python-ci.yml@main (doc example); all 16 active reusable refs and every third-party action are SHA-pinned,Pin the README example to a SHA to model the correct pattern. No runtime exposure.,
CICD-02,Coverage uploaded to Qlty twice (coverage.yml and qlty.yml),cicd,Low,S,.github/workflows/coverage.yml;.github/workflows/qlty.yml,coverage.yml:26 and qlty.yml:18 both call python-qlty-coverage.yml@799ebd6 on CI workflow_run with the same coverage.xml artifact,Delete one; keep the variant with the workflow_dispatch manual re-run input (coverage.yml).,
CICD-04,Orphaned .semgrep.yml not run anywhere,cicd,Low,S,.semgrep.yml,".semgrep.yml present (740 bytes); grep across workflows, pre-commit, and noxfile finds zero references","Wire a Semgrep CI job or pre-commit hook that consumes the config, or remove the dead file.",
CICD-08,Qlty complexity threshold looser than house standard,cicd,Low,S,.qlty/qlty.toml,"qlty.toml:86 global function_complexity threshold 10, raised to 12 for Python at :96; CLAUDE.md mandates the stricter gate",Drop the Python function_complexity override back to 10 or document why audio code needs 12.,
CICD-10,Core CI only exercises Python 3.12,cicd,Low,S,.github/workflows/python-compatibility.yml;.github/workflows/ci.yml;pyproject.toml,"requires-python 3.11-3.13 (pyproject.toml:12) but ci.yml:35, codeql, sonar, slsa hard-code 3.12; only the paths-filtered weekly matrix tests 3.11/3.13","Run core CI lint/type/test across the full supported range, or narrow requires-python to >=3.12.",
DOCS-06,No ADR for the ARQ background-job decision,docs,Low,S,docs/planning/adr/,"jobs use ARQ (worker.py, audio_tasks.py) but grep arq over adr dirs returns nothing; adr-001:30 says Redis Queue generically; preprocessing/services split also undocumented","Add ADR-003 recording ARQ selection (vs RQ/Celery) and the module boundary, or append a Job framework subsection to ADR-001.",
DOCS-07,CHANGELOG references Poetry; duplicate Fixed header,docs,Low,S,CHANGELOG.md,[0.1.0] cites Poetry package management though the project uses UV; the [Unreleased] block has two back-to-back ### Fixed headers,Replace Poetry with UV in the [0.1.0] lines and merge the two Fixed subsections.,
DOCS-08,Conflicting Python version statements across docs,docs,Low,S,README.md;docs/PYTHON_COMPATIBILITY.md;CONTRIBUTING.md,"pyproject.toml:12 is >=3.11,<3.14 but README.md:60 says 3.10+, PYTHON_COMPATIBILITY.md:13 says 3.10-3.14, CONTRIBUTING.md:27 says 3.12+","Standardize on Python 3.11-3.13, primary 3.12 across README, PYTHON_COMPATIBILITY, CONTRIBUTING, and the docs tree.",
DOCS-09,Generic Payment/Financial guidance retained in audio project,docs,Low,S,CLAUDE.md,"CLAUDE.md:79,97 carry payment-processing RAD examples and :445 documents utils/financial.py; inherited from .standards/CLAUDE.baseline.md","Replace the payment/financial RAD category with an audio-relevant one (ASR API calls, FFmpeg subprocess, large-file streaming).",
DOCS-10,Model Selection table duplicated across agent docs,docs,Low,S,CLAUDE.md;AGENTS.md,CLAUDE.md Model Selection section and AGENTS.md:11-23 both restate the Opus/Sonnet/Haiku tiers; the rest of the agent-doc set is well factored,Optional: single-source the Model Selection table and link to it from the other file.,
CICD-03,Six overlapping SAST/quality tools; CodeQL runs twice,cicd,Low,M,.github/workflows/codeql.yml;.github/workflows/security-analysis.yml;.github/workflows/sonarcloud.yml;.github/workflows/qlty.yml,CodeQL runs in codeql.yml:60 and security-analysis.yml:42 (double SARIF risk); Bandit findings also surface in Sonar and Qlty,"Pick one owner per finding class (CodeQL for SAST, Bandit for Python security, Sonar for maintainability) and disable the duplicate CodeQL run.",
CICD-11,pre-commit hooks not mirrored in CI (local-only gates),cicd,Low,M,.pre-commit-config.yaml;.github/workflows/pr-validation.yml,"darglint, interrogate, no-em-dash, validate-front-matter run only in pre-commit; only vulture appears as a CI job (pr-validation.yml:78), so the rest can be bypassed","Add a CI job running pre-commit run --all-files, or confirm the org python-ci.yml already does.",
